Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Korkusuz cengaver,Duygu Sagiroglu,6.0,90,"
Action, Drama            ",(1976)
Girgir hafiye,Cüneyt Arkin,5.1,89,"
Action, Comedy, Crime            ",(1986)
Hinç,Natuk Baytan,6.9,86,"
Action, Drama            ",(1976)
Çöl,Çetin Inanç,5.1,84,"
Action, Crime, Thriller            ",(1983)
Kavga,Cüneyt Arkin,5.8,83,"
Action, Crime, Drama            ",(1986)
Emanet,Emre Yalgin,6.9,81,"
Action            ",(2016)
Le Ricain,Sohban Kologlu,7.2,79,"
Action, Crime, Drama            ",(1975)
Karaoglan - Bizansli zorba,Suat Yalaz,5.7,76,"
Action, Adventure, Comedy            ",(1967)
Umut Sokagi,Serif Gören,5.4,71,"
Action, Crime            ",(1986)
Üç süpermen olimpiyatlarda,Yavuz Yalinkiliç,4.1,71,"
Action, Adventure, Fantasy            ",(1984)
Arap Abdo,Remzi Jöntürk,6.1,70,"
Action, Romance            ",(1973)
Babasinin oglu,Cüneyt Arkin,5.8,70,"
Action, Adventure, Comedy            ",(1986)
Paramparça,Halit Refig,5.0,69,"
Action, Drama, Romance            ",(1985)
Kartal Bey,Melih Gülgen,5.2,67,"
Action, Crime            ",(1984)
Bombaci,Cüneyt Arkin,5.0,64,"
Action            ",(1988)
Ayaz,Hakan Kursun,3.3,60,"
Action, Drama, Thriller            ",(2012)
Bu ikiliye dikkat,Sahin Gök,3.7,59,"
Action, Adventure, Drama            ",(1985)
Istanbul muhafizlari: Ab-i hayat çesmesi,Çagri Bayrakli,6.0,58,"
Action, Adventure            ",(2018)
Yalniz adam,Natuk Baytan,5.7,58,"
Action, Adventure, Drama            ",(1974)
Kin,Natuk Baytan,5.4,56,"
Action, Adventure, Drama            ",(1974)
Akrep Yuvasi,Melih Gülgen,6.0,55,"
Action, Crime, Thriller            ",(1977)
Suçlu gençlik,Orhan Elmas,3.8,55,"
Action, Drama            ",(1986)
Diamond Connection,Sergio Bergonzelli,4.6,52,"
Action, Adventure, Crime            ",(1984)
Kamp,Mustafa Kara,3.9,51,"
Action, Drama, Thriller            ",(2013)
Dört hergele,Yilmaz Atadeniz,5.5,51,"
Action, Crime, Drama            ",(1974)
Vazife ugruna,Orhan Elmas,4.8,51,"
Action, Crime            ",(1986)
Kara Murat: Mora'nin atesi,Murat Derman,5.9,50,"
Action, Adventure, Thriller            ",(2015)
Bersaglio altezza uomo,Guido Zurli,5.4,50,"
Action, Crime, Thriller            ",(1978)
Su,Çetin Inanç,5.0,47,"
Action            ",(1981)
Tövbekar,Ertem Göreç,5.5,46,"
Action, Crime, Drama            ",(1977)
Satilmis adam,Remzi Jöntürk,5.5,46,"
Action, Crime, Drama            ",(1977)
Son kahramanlar,Cüneyt Arkin,3.7,46,"
Action, Adventure            ",(1987)
Çaresizler,Natuk Baytan,5.8,46,"
Action, Adventure, Drama            ",(1973)
Kanun adami,Cüneyt Arkin,4.8,45,"
Action, Drama, Romance            ",(1985)
Piyade Osman,Yilmaz Güney,5.5,45,"
Action, Adventure            ",(1970)
Dadas,Selim Kemal Dagli,6.0,44,"
Action            ",(2016)
Birkaç güzel gün için,Cüneyt Arkin,5.4,43,"
Action, Drama, Romance            ",(1984)
Babacan,Natuk Baytan,5.5,42,"
Action, Adventure, Crime            ",(1975)
Kara simsek,Çetin Inanç,4.8,42,"
Action, Adventure            ",(1985)
Baytekin - fezada çarpisanlar,Sinasi Özonuk,4.9,42,"
Action, Adventure, SciFi            ",(1967)
Çilgin kiz ve üç süper adam,Cavit Yürüklü,6.4,42,"
Action, SciFi            ",(1973)
Sert adam,Aykut Düz,4.4,42,"
Action, Drama            ",(1986)
Insan avcilari,Aykut Düz,4.5,42,"
Action, Adventure, Romance            ",(1987)
Yedi belalilar,Irfan Atasoy,5.9,41,"
Action, Adventure, Western            ",(1970)
Intikam Benim,Çetin Inanç,5.2,37,"
Action            ",(1983)
Kral Yolu,Serli Seta Nisanyan,4.3,36,"
Action, Comedy, Fantasy            ",(2013)
Kral affetmez,Cüneyt Arkin,5.7,35,"
Action, Crime            ",(1986)
Dikiz aynasi,Ülkü Erakalin,5.3,33,"
Action            ",(1973)
Ayikla Beni Hüsnü,Arif Keskiner,5.1,32,"
Action, Comedy            ",(1975)
Maskeli Beslerin Dönüsü,Yilmaz Atadeniz,6.8,32,"
Action, Western            ",(1968)
Kovboy Ali,Yilmaz Atadeniz,5.9,32,"
Action, Adventure, Western            ",(1966)
Silah arkadaslari,Cüneyt Arkin,3.9,32,"
Action, Adventure            ",(1986)
TED Rising,Bartu Atabek,6.9,31,"
Action, Adventure, SciFi            ",(2016)
Kartal Murat,Cüneyt Arkin,5.8,31,"
Action, Adventure, Comedy            ",(1980)
Kara Orkun,Yücel Uçanoglu,5.4,31,"
Action, Adventure, History            ",(1973)
Pire Nuri,Yilmaz Güney,6.4,31,"
Action, Adventure            ",(1968)
Kelepçe,Çetin Inanç,4.7,30,"
Action, Crime            ",(1982)
Casus Kiran - 7 canli adam,Yilmaz Atadeniz,7.3,30,"
Action, Adventure, Crime            ",(1970)
Üç tatli bela,Cüneyt Arkin,4.2,30,"
Action, Comedy, Crime            ",(1979)
Kral Midas'in Hazinesi,Mesut Çetin,4.8,29,"
Action, Comedy            ",(2019)
Kiralik oda,Murat Ergun,3.5,29,"
Action, Crime, Thriller            ",(2008)
Idamlik,Çetin Inanç,4.6,29,"
Action            ",(1983)
L'amico del padrino,Frank Agrama,5.8,29,"
Action, Crime, Thriller            ",(1972)
Belanin krali,Yilmaz Atadeniz,3.5,28,"
Action, Adventure, Comedy            ",(1971)
Süper adam Istanbul'da,Yavuz Yalinkiliç,5.8,28,"
Action, Fantasy            ",(1972)
Kaplanlar,Çetin Inanç,3.2,28,"
Action, Adventure            ",(1985)
Kahreden gençlik,Orhan Elmas,4.3,28,"
Action, Drama, Romance            ",(1985)
Bedel,Melih Gülgen,6.2,27,"
Action, Adventure            ",(1983)
Silahlarin kanunu,Yilmaz Atadeniz,6.6,27,"
Action, Thriller, Adventure            ",(1966)
Erkekçe,Çetin Inanç,4.5,27,"
Action, Adventure, Comedy            ",(1983)
Bin defa ölürüm,Mehmet Aslan,5.8,27,"
Action, Adventure, Drama            ",(1969)
Kapan,Kudret Sabanci,4.1,26,"
Action, Drama            ",(2019)
Gecenin Sonu,Natuk Baytan,5.0,26,"
Action            ",(1983)
Sarisin tehlike,Aram Gülyüz,3.4,26,"
Action, Crime            ",(1980)
Soysuzlar,Natuk Baytan,6.1,25,"
Action, Adventure, Drama            ",(1975)
Tehdit: Siber Coküs,Kadioglu Hakan,6.4,25,"
Action, Adventure, Crime            ",(2016)
Yedi uyuyanlar,Zafer Par,4.3,25,"
Action, Adventure, Crime            ",(1988)
Yasak iliski,Orhan Elmas,3.6,25,"
Action, Drama            ",(1988)
Evrensel Döngü: Yasam Agacina Yolculuk,Furkan Kopuz,7.9,23,"
Action, Adventure, Drama            ",(2018)
Ölüm Pesimizde,Mahir Akyol,4.4,23,"
Action            ",(2000)
Sarmasdolas,Ümit Efekan,5.2,23,"
Action, Drama, Romance            ",(1977)
Çifte yürekli,Semih Evin,6.1,23,"
Action, Adventure, Crime            ",(1970)
Azrail benim,Yücel Uçanoglu,6.2,23,"
Action, Adventure, Drama            ",(1968)
Uçan Kiz,Semih Evin,4.7,23,"
Action, SciFi            ",(1972)
Antonio e Placido - Attenti ragazzi... chi rompe paga,Giorgio Ferroni,4.9,23,"
Action, Comedy            ",(1975)
Kavgamiz,Melih Gülgen,5.5,22,"
Action, Crime, Drama            ",(1990)
006 kaçis,Ferhat Alpözen,3.3,22,"
Action, Comedy            ",(2014)
Yasadikça,Temel Gürsu,3.3,22,"
Action, Drama, Romance            ",(1984)
61. Bölge,Cuma Ugurlu,4.4,21,"
Action, Adventure            ",(2015)
Daglarin oglu,Yilmaz Atadeniz,6.0,20,"
Action, Adventure            ",(1965)
Takip,Remzi Jöntürk,4.2,20,"
Action, Drama            ",(1981)
Karpuzcu,Yilmaz Atadeniz,6.4,19,"
Action, Drama            ",(1979)
Polizia selvaggia,Guido Zurli,5.3,19,"
Action, Crime, Thriller            ",(1977)
Korkusuzlar,Semih Evin,6.5,19,"
Action, Drama            ",(1965)
Elveda dostum,Zeki Alasya,6.8,18,"
Action, Drama            ",(1982)
Kara pençe,Yücel Uçanoglu,5.2,18,"
Action, Adventure, History            ",(1973)
Ince Memet vuruldu,Yilmaz Duru,6.4,17,"
Action, Adventure            ",(1975)
3 sevgilim,Cüneyt Arkin,3.5,17,"
Action, Comedy            ",(1979)
Asi kabadayi,Çetin Inanç,4.6,17,"
Action, Adventure            ",(1986)
Tarzan korkusuz adam,Kunt Tulgar,5.1,17,"
Action, Adventure            ",(1974)
Ask ve yumruk,Aram Gülyüz,5.8,16,"
Action, Crime            ",(1961)
Doruk,Melih Gülgen,6.5,15,"
Action, Adventure, Drama            ",(1985)
Anasinin Gozu,José Sánchez,7.1,15,"
Action            ",(1974)
Güney ölüm saçiyor,Yilmaz Atadeniz,6.0,15,"
Action, Adventure            ",(1969)
Kibar haydut,Yilmaz Atadeniz,6.3,15,"
Action, Adventure            ",(1966)
Kahreden kursun,Yilmaz Atadeniz,6.3,14,"
Action, Adventure            ",(1965)
Takim: Vatan sana canim feda,Sami Güçlü,5.1,12,"
Action, Drama, Thriller            ",(2011)
Zimbala Behçet,Yavuz Figenli,6.1,12,"
Action            ",(1975)
Marmara Hasan,Mehmet Aslan,6.6,12,"
Action, Adventure            ",(1968)
Beyoglu canavari,Ertem Göreç,5.8,12,"
Action, Drama, Crime            ",(1968)
Görünmeyen Düsman,Cüneyt Arkin,5.4,11,"
Action            ",(1978)
Dehset gecesi,Orhan Aksoy,5.4,11,"
Action, Adventure, Crime            ",(1989)
Qirej,Yusuf Çetin,4.0,11,"
Action, Crime, Drama            ",(2011)
Yankesici,Naki Yurter,7.6,11,"
Action            ",(1975)
Atlihan,Naki Yurter,3.7,11,"
Action, Fantasy, History            ",(1973)
Kirmizi kelebek,Aykut Düz,5.5,11,"
Action, Crime            ",(1982)
Disi örümcek,Süreyya Duru,6.6,11,"
Action, Crime, Drama            ",(1963)
Tilki Selim,Nisan Hançer,6.2,11,"
Action, Adventure            ",(1966)
Fall of Lotus: A Star Wars Story,Tarik Hatipoglu,7.5,10,"
Action, Adventure, Fantasy            ",(2018)
Siyah eldivenli adam,Mehmet Aslan,4.2,10,"
Action, Crime, Romance            ",(1973)
Bombala oski bombala,Çetin Inanç,5.9,10,"
Action, Adventure, Crime            ",(1972)
Kan gövdeyi götürdü,Yilmaz Atadeniz,6.0,10,"
Action, Thriller, Adventure            ",(1965)
Sevdim,Ümit Efekan,4.4,9,"
Action, Drama, Romance            ",(1989)
Komando Behçet,Yilmaz Atadeniz,4.0,9,"
Action, Adventure, War            ",(1974)
Bogac Han,Atilla Candemir,6.4,9,"
Action, Drama, Fantasy            ",(2008)
Meteler,Burak Akyol,5.6,8,"
Action, War            ",(2019)
Icimdeki Hazine,Hakan Gürtop,6.6,8,"
Action, Adventure, Thriller            ",(2018)
Miras,Aydin Sayman,4.2,8,"
Action, Mystery, Thriller            ",(I) (2008)
Kursun Memed,Melih Gülgen,6.4,8,"
Action, Crime            ",(1971)
Hakanlarin savasi,Mehmet Aslan,4.5,8,"
Action, Adventure            ",(1968)
FBI chiama Istanbul,Emimmo Salvi,7.5,8,"
Action, Thriller            ",(1964)
Intikamci,Çetin Inanç,4.6,7,"
Action, Adventure            ",(1986)
Altin tabancali ajan,Çetin Inanç,6.3,7,"
Action, Adventure            ",(1970)
Firtina Behcet,Yavuz Figenli,4.4,7,"
Action            ",(1975)
Zaloglu Rüstem,Natuk Baytan,4.7,6,"
Action, Adventure, Biography            ",(1973)
Seyyid,Erdogan Tokatli,5.5,6,"
Action, Drama            ",(1985)
Yüz karasi,Çetin Inanç,5.7,6,"
Action            ",(1978)
Alina,Vladimir Jedlicka,2.7,6,"
Action            ",(2012)
Turhanoglu: Çal Hasan,Yilmaz Atadeniz,4.8,6,"
Action, Adventure, History            ",(1975)
Behçet Cezayir'de,Yavuz Figenli,3.2,5,"
Action, Adventure, Crime            ",(1972)
Antar Fi Bilad Ir-Ruman,Orhon M. Ariburnu,2.6,5,"
Action, Adventure, Drama            ",(1974)
Türklerin Kralligi, , , ,"
Action            ",(2019)
Flat Earth,Erkut Altindag, , ,"
Action, SciFi            ",
Aska saka,Muhammet Erkam Bulbul, , ,"
Action, Comedy            ",
The Game-Hiyleger Axmaqlar,Orkhan Bayramov, , ,"
Action, Adventure, Comedy            ",(2017)
The Game,Orkhan Bayramov, , ,"
Action, Adventure, Comedy            ",(IX) (2017)
Dokunma Ölürsün,Semih Evin, , ,"
Action            ",(1972)
Anatolia,Omer Sarikaya, , ,"
Action, Drama, History            ",
Dönme sevgilim,Ertem Göreç, , ,"
Action, Drama, Romance            ",(1985)
Yazgi,Savas Esici, , ,"
Action, Adventure, Drama            ",(1987)
Yari yol,Mehmet Ali Gündogdu, , ,"
Action, Drama, Romance            ",
8 (Sekiz),Bugra Kekik, , ,"
Action            ",(2018)
Balta,Cevat Okçugil, , ,"
Action, Adventure, Crime            ",(1986)
Ejderin intikami,Kunt Tulgar, , ,"
Action, Adventure            ",(1984)
Parçala Behçet,Melih Gülgen, , ,"
Action, Adventure            ",(1972)
Bela,Cevat Okçugil, , ,"
Action, Adventure            ",(1986)
Karate silahimdir,Cevat Okçugil, , ,"
Action, Sport            ",(1986)
Mahserin Üç Delisi,Hüseyin Eleman, , ,"
Action, Comedy            ",(2018)
Kahreden Kursun,Aykut Düz, , ,"
Action            ",(1983)
Jaguar,Nasir Muhammedi, , ,"
Action, Adventure, Sport            ",(1987)
Uçari,Serdar Pehlivanoglu, , ,"
Action, Comedy, Romance            ",
Parola Yildirim,Mehmet Bozkus, , ,"
Action            ",(1972)
Para Ugruna Söhret Tanimayanlar!,Turgut Eryilmaz, , ,"
Action, Adventure, Comedy            ",
Kiralik Serseri,Mehmet Aslan, , ,"
Action, Comedy            ",(1975)
Ten Steps,Fatih Haciosmanoglu, , ,"
Action, Adventure, Comedy            ",(2017)
Ustura Kemal,Mehmet Aslan, , ,"
Action            ",(1972)
Ölüm Savasi,Yavuz Figenli, , ,"
Action            ",(1979)
Hey Yavrum Hey,Yavuz Figenli, , ,"
Action            ",(1979)
Kene,Yavuz Figenli, , ,"
Action, Drama            ",(1978)
Seferim Var,Yavuz Figenli, , ,"
Action            ",(1975)
Avanta Yok,Yavuz Figenli, , ,"
Action, Crime            ",(1974)
Görevimiz Tehlike,Yavuz Figenli, , ,"
Action            ",(1973)
Dag III,Alper Caglar, , ,"
Action, Thriller, War            ",
Dajjal the Slayer and His Followers,Abrar Rana, , ,"
Animation, Action, War            ",(2019)
The Legend of Mirage,Metude, , ,"
Action, Adventure, War            ",(2017)
Kabadayi,Yücel Uçanoglu, , ,"
Action, Crime            ",(1986)
Zamansizlar,Ömer Ugur, , ,"
Action            ",(1987)
Kanunun Kuvveti,Yücel Uçanoglu, , ,"
Action, Crime            ",(1976)
Cinayetin sirri,Kadir Akgün, , ,"
Action, Adventure, Crime            ",(2001)
Korkusuz Besler,Yücel Uçanoglu, , ,"
Action, Adventure            ",(1972)
Ölüm Kalim Oyunu,Mümtaz Alpaslan, , ,"
Action            ",(1974)
Davetsizler,Michael Derun, , ,"
Action            ",(2017)
Yagmuru Aramak,Halil Ibrahim Aydin, , ,"
Action, Adventure            ",(2017)
The White Raven,Aslan Pachalov, , ,"
Action, Crime, Drama            ",
Happy 23 April,Erkut Altindag, , ,"
Action            ",
Çilginlar,Nuri Akinci, , ,"
Action, Drama            ",(I) (1974)
Kara Maske,Nuri Akinci, , ,"
Action, Adventure            ",(1975)
Kara Bomba,Nuri Akinci, , ,"
Action, Western            ",(1972)
Sokaklarin kanunu,Cüneyt Arkin, , ,"
Action            ",(1986)
Pusu,Osman F. Seden, , ,"
Action            ",(1979)
Beyourself,Serkan Ozarslan, , ,"
Action, Crime, Drama            ",(2015)
Firtina Kemal,Erdogan Tokatli, , ,"
Action, Drama            ",(1972)
Takip,Mehmet Dinler, , ,"
Action, Drama            ",(1972)
Akincilarin Intikami,Muharrem Gürses, , ,"
Action, Adventure, History            ",(1966)
Gece,Artun Yeres, , ,"
Action, Adventure, Crime            ",(1989)
Onu Kötü Vurdular,Hüseyin Peyda, , ,"
Action, Crime, Drama            ",(1977)
Untitled Gokhanshow Reboot,Gökhan Tiryaki, , ,"
Action, Comedy            ",
The D,Metin Yegin, , ,"
Action            ",(2010)
Günahsiz kadin,Mehmet Bozkus, , ,"
Action, Crime            ",(1973)
Kaderimiz,Melih Gülgen, , ,"
Action, Drama            ",(1973)
Son suikast,Halil Ibrahim Çevik, , ,"
Action            ",(2010)
Bizim Batman,Omer Sarikaya, , ,"
Action, Comedy, Mystery            ",
